Denshin Mamotte Shugogetten,http://kissanime.ru/Anime/Denshin-Mamotte-Shugogetten,660,8,Finished Airing
Kujibiki Unbalance,http://kissanime.ru/Anime/Kujibiki-Unbalance-Sub,669,3,Finished Airing
Lamune,http://kissanime.ru/Anime/Lamune,670,12,Finished Airing
Lemon Angel Project,http://kissanime.ru/Anime/Lemon-Angel-Project,671,13,Finished Airing
Tokyo Mew Mew,http://kissanime.ru/Anime/Tokyo-Mew-Mew,687,52,Finished Airing
Uta Kata,http://kissanime.ru/Anime/Uta-Kata,688,12,Finished Airing
Yawara!,http://kissanime.ru/Anime/Yawara,691,124,Finished Airing
Burn Up Scramble,http://kissanime.ru/Anime/Burn-Up-Scramble-Sub,693,12,Finished Airing
Canvas 2: Niji-iro no Sketch,http://kissanime.ru/Anime/Canvas-2-Niji-iro-no-Sketch,694,24,Finished Airing
Canvas: Sepia-iro no Motif,http://kissanime.ru/Anime/Canvas-Sepia-iro-no-Motif,695,2,
Comic Party Revolution,http://kissanime.ru/Anime/Comic-Party-Revolution,706,13,Finished Airing
Comic Party Specials,http://kissanime.ru/Anime/Comic-Party-Specials,707,4,Finished Airing
